Stock Symbol,Strategy Name,Trade Type,Trade Entry Time,Trade Exit Time,Entry Price,Exit Price,Reason for Exit,Profit/Loss
INFY.NS,rsi_strategy,Buy,2024-03-19 00:00:00+05:30,2024-03-22 00:00:00+05:30,1535.21875,1483.50244140625,Trailing Stop Loss,-281.48799120521676
INFY.NS,rsi_strategy,Buy,2024-03-26 00:00:00+05:30,2024-04-02 00:00:00+05:30,1467.57470703125,1457.939208984375,Trailing Stop Loss,-53.014487618508156
INFY.NS,rsi_strategy,Buy,2024-04-03 00:00:00+05:30,2024-04-12 00:00:00+05:30,1455.7762451171875,1459.8072509765625,Trailing Stop Loss,22.21153727616691
INFY.NS,rsi_strategy,Buy,2024-04-15 00:00:00+05:30,2024-04-16 00:00:00+05:30,1443.486328125,1390.688232421875,Trailing Stop Loss,-294.216001192673
INFY.NS,rsi_strategy,Buy,2024-05-02 00:00:00+05:30,2024-05-10 00:00:00+05:30,1390.688232421875,1400.9627685546875,Trailing Stop Loss,57.25458266720789
INFY.NS,rsi_strategy,Sell,2024-06-21 00:00:00+05:30,2024-06-27 00:00:00+05:30,1515.4449462890625,1555.6373291015625,Trailing Stop Loss,-207.05142024717946
INFY.NS,rsi_strategy,Sell,2024-07-01 00:00:00+05:30,2024-07-02 00:00:00+05:30,1572.890869140625,1602.8004150390625,Trailing Stop Loss,-144.51471333374494
INFY.NS,rsi_strategy,Sell,2024-07-03 00:00:00+05:30,2024-07-04 00:00:00+05:30,1609.078857421875,1632.067138671875,Trailing Stop Loss,-106.51041798370818
INFY.NS,rsi_strategy,Sell,2024-07-05 00:00:00+05:30,2024-07-12 00:00:00+05:30,1628.903076171875,1692.479248046875,Trailing Stop Loss,-286.8221603100907
INFY.NS,rsi_strategy,Sell,2024-07-15 00:00:00+05:30,2024-07-16 00:00:00+05:30,1687.8321533203125,1706.6182861328125,Trailing Stop Loss,-78.60162245515414
INFY.NS,rsi_strategy,Sell,2024-07-18 00:00:00+05:30,2024-07-19 00:00:00+05:30,1738.258056640625,1772.7650146484375,Trailing Stop Loss,-138.6292450891237
INFY.NS,rsi_strategy,Sell,2024-07-22 00:00:00+05:30,2024-07-23 00:00:00+05:30,1790.4635009765625,1816.2203369140625,Trailing Stop Loss,-98.46488346349635
INFY.NS,rsi_strategy,Sell,2024-07-24 00:00:00+05:30,2024-07-26 00:00:00+05:30,1813.303466796875,1857.7474365234375,Trailing Stop Loss,-165.3498239167566
INFY.NS,rsi_strategy,Sell,2024-07-29 00:00:00+05:30,2024-08-07 00:00:00+05:30,1850.0352783203125,1771.479736328125,Trailing Stop Loss,279.43516015457516
INFY.NS,rsi_strategy,Sell,2024-08-26 00:00:00+05:30,2024-08-27 00:00:00+05:30,1855.0284423828125,1878.708740234375,Trailing Stop Loss,-87.57515292733868
INFY.NS,rsi_strategy,Sell,2024-08-28 00:00:00+05:30,2024-09-02 00:00:00+05:30,1917.2696533203125,1942.3837890625,Trailing Stop Loss,-88.71553900287111
